SPAD,CROP,A/L,L/F,NAMEOFIMAGE
4.9,CABBAGE,ATOK,L,IMG_20250702_133109.jpg
13.9,CABBAGE,ATOK,L,IMG_20250702_133130.jpg
12.7,CABBAGE,ATOK,L,IMG_20250702_133149.jpg
3.3,CABBAGE,ATOK,L,IMG_20250702_133206.jpg
1.7,CABBAGE,ATOK,L,IMG_20250702_133216.jpg
12.8,CABBAGE,ATOK,L,IMG_20250702_133233.jpg
2.6,CABBAGE,ATOK,L,IMG_20250702_133252.jpg
17.6,CABBAGE,ATOK,L,IMG_20250702_133313.jpg
7.4,CABBAGE,ATOK,L,IMG_20250702_133330.jpg
28.9,CABBAGE,ATOK,L,IMG_20250702_133339.jpg
6.0,CABBAGE,ATOK,L,IMG_20250702_133354.jpg
2.9,CABBAGE,ATOK,L,IMG_20250702_133404.jpg
9.8,CABBAGE,ATOK,L,IMG_20250702_133419.jpg
9.1,CABBAGE,ATOK,L,IMG_20250702_133443.jpg
40.3,CABBAGE,ATOK,L,IMG_20250702_133455.jpg
4.4,CABBAGE,ATOK,L,IMG_20250702_133512.jpg
9.6,CABBAGE,ATOK,L,IMG_20250702_133524.jpg
7.7,CABBAGE,ATOK,L,IMG_20250702_133536.jpg
16.0,CABBAGE,ATOK,L,IMG_20250702_133552.jpg
6.6,CABBAGE,ATOK,L,IMG_20250702_133610.jpg
18.6,CABBAGE,ATOK,L,IMG_20250702_133637.jpg
9.6,CABBAGE,ATOK,L,IMG_20250702_133648.jpg
5.6,CABBAGE,ATOK,L,IMG_20250702_133657.jpg
7.6,CABBAGE,ATOK,L,IMG_20250702_133709.jpg
7.5,CABBAGE,ATOK,L,IMG_20250702_133727.jpg
6.2,CABBAGE,ATOK,L,IMG_20250702_133739.jpg
18.2,CABBAGE,ATOK,L,IMG_20250702_133755.jpg
4.9,CABBAGE,ATOK,L,IMG_20250702_133825.jpg
4.2,CABBAGE,ATOK,L,IMG_20250702_133835.jpg
10.3,CABBAGE,ATOK,L,IMG_20250702_133846.jpg
1.5,CABBAGE,ATOK,L,IMG_20250702_133949.jpg
9.4,CABBAGE,ATOK,L,IMG_20250702_134000.jpg
2.7,CABBAGE,ATOK,L,IMG_20250702_134012.jpg
9.2,CABBAGE,ATOK,L,IMG_20250702_134038.jpg
1.6,CABBAGE,ATOK,L,IMG_20250702_134047.jpg
10.0,CABBAGE,ATOK,L,IMG_20250702_134108.jpg
